wing_index,group,landmark,error_px
316,<18,16,124.6698989868164
316,<18,17,30.290210723876953
316,<18,18,150.4169921875
316,<18,19,201.79493713378906
317,<18,1,37.9925651550293
317,<18,2,115.0357437133789
317,<18,3,80.03854370117188
317,<18,4,132.4577178955078
317,<18,5,157.22743225097656
317,<18,6,70.16141510009766
317,<18,7,66.68672943115234
317,<18,8,87.46107482910156
317,<18,9,35.21579360961914
317,<18,10,48.86455535888672
317,<18,11,84.73289489746094
317,<18,12,34.135894775390625
317,<18,13,118.1391830444336
317,<18,14,55.637229919433594
317,<18,15,87.05387115478516
317,<18,16,32.82725524902344
317,<18,17,3.1608829498291016
317,<18,18,46.22230529785156
317,<18,19,147.8322296142578
318,<18,1,23.660654067993164
318,<18,2,96.21024322509766
318,<18,3,0.7902688384056091
318,<18,4,95.23979949951172
318,<18,5,48.252601623535156
318,<18,6,50.318702697753906
318,<18,7,2.4269537925720215
318,<18,8,1.2022775411605835
318,<18,9,1.3465012311935425
318,<18,10,2.038238048553467
318,<18,11,0.7203367352485657
318,<18,12,0.5903804302215576
318,<18,13,113.00357055664062
318,<18,14,41.53871536254883
318,<18,15,39.695858001708984
318,<18,16,69.55040740966797
318,<18,17,1.094608187675476
318,<18,18,1.9616323709487915
318,<18,19,142.28323364257812
319,<18,1,3.292262554168701
319,<18,2,6.281744956970215
319,<18,3,1.9376193284988403
319,<18,4,0.4640190601348877
319,<18,5,0.7606539726257324
319,<18,6,0.9003685712814331
319,<18,7,1.1206823587417603
319,<18,8,0.9011411070823669
319,<18,9,1.650484323501587
319,<18,10,2.1092641353607178
319,<18,11,2.1696884632110596
319,<18,12,1.557801604270935
319,<18,13,2.0649337768554688
319,<18,14,1.4410243034362793
319,<18,15,1.626867413520813
319,<18,16,2.1973283290863037
319,<18,17,0.9697802662849426
319,<18,18,1.340204119682312
319,<18,19,0.4568859338760376
321,<18,1,1.279704213142395
321,<18,2,0.7440049648284912
321,<18,3,0.7509421706199646
321,<18,4,1.1519886255264282
321,<18,5,0.6057719588279724
321,<18,6,0.352975994348526
321,<18,7,0.786354660987854
321,<18,8,1.7742915153503418
321,<18,9,1.3649510145187378
321,<18,10,1.019529938697815
321,<18,11,1.4085382223129272
321,<18,12,0.9623391032218933
321,<18,13,2.5369465351104736
321,<18,14,1.4740171432495117
321,<18,15,1.1900219917297363
321,<18,16,0.3647080063819885
321,<18,17,1.5493755340576172
321,<18,18,0.723000168800354
321,<18,19,1.5052646398544312
322,<18,1,1.1668516397476196
322,<18,2,1.75732421875
322,<18,3,4.005688667297363
322,<18,4,1.7407137155532837
322,<18,5,1.61294424533844
322,<18,6,17.417545318603516
322,<18,7,4.834341049194336
322,<18,8,1.0701580047607422
322,<18,9,1.7917828559875488
322,<18,10,1.0757609605789185
322,<18,11,0.34557726979255676
322,<18,12,2.3883073329925537
322,<18,13,1.2094286680221558
322,<18,14,3.9227664470672607
322,<18,15,1.3976638317108154
322,<18,16,1.6437602043151855
322,<18,17,1.4478330612182617
322,<18,18,1.524631142616272
322,<18,19,6.994723796844482
324,<18,1,9.093438148498535
324,<18,2,0.6056609153747559
324,<18,3,0.6514319777488708
324,<18,4,2.2674858570098877
324,<18,5,2.311469793319702
324,<18,6,0.9267449975013733
324,<18,7,0.9908470511436462
324,<18,8,1.430842399597168
324,<18,9,2.138880968093872
324,<18,10,11.181171417236328
324,<18,11,0.5706783533096313
324,<18,12,1.9343262910842896
324,<18,13,0.6264141798019409
324,<18,14,1.2485427856445312
324,<18,15,2.5472302436828613
324,<18,16,0.1724579781293869
324,<18,17,1.493788719177246
324,<18,18,2.1386702060699463
324,<18,19,3.0787813663482666
326,<18,1,1.3656690120697021
326,<18,2,2.011199951171875
326,<18,3,0.4896608293056488
326,<18,4,109.23804473876953
326,<18,5,1.4852668046951294
326,<18,6,71.17877960205078
326,<18,7,62.25457763671875
326,<18,8,1.7377903461456299
326,<18,9,57.3389778137207
326,<18,10,3.048736572265625
326,<18,11,18.783626556396484
326,<18,12,5.111583232879639
326,<18,13,2.6004953384399414
326,<18,14,51.28227996826172
326,<18,15,123.9979476928711
326,<18,16,0.5671102404594421
326,<18,17,1.9363045692443848
326,<18,18,0.2929028868675232
326,<18,19,2.4141597747802734
329,<18,1,113.27259063720703
329,<18,2,102.93314361572266
329,<18,3,170.8933868408203
329,<18,4,162.0126190185547
329,<18,5,1.9246078729629517
329,<18,6,47.969947814941406
329,<18,7,115.48637390136719
329,<18,8,61.32996368408203
329,<18,9,53.576961517333984
329,<18,10,40.016929626464844
329,<18,11,0.7561256885528564
329,<18,12,132.006591796875
329,<18,13,116.27213287353516
329,<18,14,133.10987854003906
329,<18,15,80.58983612060547
329,<18,16,54.96571350097656
329,<18,17,1.888985514640808
329,<18,18,54.50123977661133
329,<18,19,0.5976181030273438
330,<18,1,0.7938251495361328
330,<18,2,1.2990316152572632
330,<18,3,1.7262736558914185
330,<18,4,2.554215431213379
330,<18,5,1.5272150039672852
330,<18,6,0.8634395599365234
330,<18,7,2.5688750743865967
330,<18,8,1.4100217819213867
330,<18,9,4.738217830657959
330,<18,10,1.7354892492294312
330,<18,11,0.6469051241874695
330,<18,12,1.2079719305038452
330,<18,13,2.2491745948791504
330,<18,14,3.4148812294006348
330,<18,15,2.7261626720428467
330,<18,16,2.001490831375122
330,<18,17,2.193208932876587
330,<18,18,1.777523159980774
330,<18,19,2.6339962482452393
332,<18,1,1.3615550994873047
332,<18,2,0.8171529173851013
332,<18,3,1.7069165706634521
332,<18,4,129.09771728515625
332,<18,5,0.7235387563705444
332,<18,6,38.262779235839844
332,<18,7,7.307887554168701
332,<18,8,33.364192962646484
332,<18,9,0.9471234679222107
332,<18,10,57.05827331542969
332,<18,11,34.755340576171875
332,<18,12,2.396308183670044
332,<18,13,56.9892463684082
332,<18,14,26.210708618164062
332,<18,15,1.1450453996658325
332,<18,16,2.158036231994629
332,<18,17,2.5743672847747803
332,<18,18,1.8549381494522095
332,<18,19,4.30878210067749
333,<18,1,1.7217376232147217
333,<18,2,1.139572024345398
333,<18,3,1.9685784578323364
333,<18,4,2.49967622756958
333,<18,5,2.490471124649048
333,<18,6,1.9477988481521606
333,<18,7,1.1122181415557861
333,<18,8,0.4412512183189392
333,<18,9,6.913421154022217
333,<18,10,60.17731475830078
333,<18,11,65.4238510131836
333,<18,12,1.6944328546524048
333,<18,13,0.8923135995864868
333,<18,14,1.2348661422729492
333,<18,15,0.694835901260376
333,<18,16,1.9539740085601807
333,<18,17,0.1200241819024086
333,<18,18,2.0579304695129395
333,<18,19,1.3281313180923462
340,<18,1,5.353091239929199
340,<18,2,1.2676684856414795
340,<18,3,6.191085338592529
340,<18,4,0.6031385064125061
340,<18,5,1.0347081422805786
340,<18,6,1.4782757759094238
340,<18,7,2.3275890350341797
340,<18,8,1.0647081136703491
340,<18,9,1.3483226299285889
340,<18,10,2.2518537044525146
340,<18,11,1.557550311088562
340,<18,12,1.1061240434646606
340,<18,13,3.3368868827819824
340,<18,14,2.087968111038208
340,<18,15,0.5682963728904724
340,<18,16,0.7240560054779053
340,<18,17,1.2453117370605469
340,<18,18,0.6503918170928955
340,<18,19,0.4493202567100525
342,<18,1,156.26754760742188
342,<18,2,20.989002227783203
342,<18,3,46.0382194519043
342,<18,4,49.79835891723633
342,<18,5,1.1884033679962158
342,<18,6,1.9264247417449951
342,<18,7,30.131494522094727
342,<18,8,39.91814041137695
342,<18,9,1.0924944877624512
342,<18,10,108.7111587524414
342,<18,11,2.7174737453460693
342,<18,12,2.3105289936065674
342,<18,13,1.5443891286849976
342,<18,14,63.1090202331543
342,<18,15,1.8409299850463867
342,<18,16,0.8873384594917297
342,<18,17,0.9641968011856079
342,<18,18,1.3468023538589478
342,<18,19,0.9002967476844788
343,<18,1,1.2045594453811646
343,<18,2,1.3365799188613892
343,<18,3,15.203038215637207
343,<18,4,3.340778112411499
343,<18,5,2.34956693649292
343,<18,6,4.404886245727539
343,<18,7,31.928333282470703
343,<18,8,55.58140563964844
343,<18,9,0.7404587864875793
343,<18,10,22.805816650390625
343,<18,11,1.0841060876846313
343,<18,12,2.1181821823120117
343,<18,13,78.6915283203125
343,<18,14,7.1989922523498535
343,<18,15,1.9683852195739746
343,<18,16,1.8364702463150024
343,<18,17,2.5507662296295166
343,<18,18,1.5837212800979614
343,<18,19,0.7760862112045288
345,<18,1,1.850643515586853
345,<18,2,1.0273199081420898
345,<18,3,0.4393855035305023
345,<18,4,1.8320033550262451
345,<18,5,1.146122694015503
345,<18,6,0.847503662109375
345,<18,7,1.142638921737671
345,<18,8,1.1321197748184204
345,<18,9,2.455838680267334
345,<18,10,1.5569554567337036
345,<18,11,0.6300048828125
345,<18,12,0.8882688879966736
345,<18,13,1.0606770515441895
345,<18,14,0.07106920331716537
345,<18,15,0.7224074602127075
345,<18,16,1.2202332019805908
345,<18,17,0.7465158700942993
345,<18,18,0.729440450668335
345,<18,19,1.379575490951538
346,<18,1,24.169296264648438
346,<18,2,81.97540283203125
346,<18,3,100.61461639404297
346,<18,4,75.57913970947266
346,<18,5,18.623920440673828
346,<18,6,17.93680191040039
346,<18,7,28.12110710144043
346,<18,8,73.77130889892578
346,<18,9,62.179264068603516
346,<18,10,54.10676574707031
346,<18,11,8.659797668457031
346,<18,12,2.735358715057373
346,<18,13,15.032922744750977
346,<18,14,43.72716522216797
346,<18,15,27.767179489135742
346,<18,16,85.65206909179688
346,<18,17,38.05994415283203
346,<18,18,34.18735122680664
346,<18,19,145.37545776367188
347,<18,1,0.2532874643802643
347,<18,2,3.7250077724456787
347,<18,3,0.4060845673084259
347,<18,4,1.4980463981628418
347,<18,5,0.7513893246650696
347,<18,6,1.161297082901001
347,<18,7,1.3707228899002075
347,<18,8,1.0000938177108765
347,<18,9,1.1340075731277466
347,<18,10,0.8159286975860596
347,<18,11,1.4337363243103027
347,<18,12,4.223648548126221
347,<18,13,0.5183266997337341
347,<18,14,4.200521945953369
347,<18,15,1.5938116312026978
347,<18,16,1.068811058998108
347,<18,17,0.9441667795181274
347,<18,18,1.887479305267334
347,<18,19,0.5973609685897827
348,<18,1,1.0739387273788452
348,<18,2,1.8102922439575195
348,<18,3,1.9235963821411133
348,<18,4,2.351341485977173
348,<18,5,1.5695468187332153
348,<18,6,0.314866840839386
348,<18,7,0.8792479038238525
348,<18,8,0.671411395072937
348,<18,9,0.7676581740379333
348,<18,10,1.7882176637649536
348,<18,11,1.4420428276062012
348,<18,12,2.1943163871765137
348,<18,13,1.0103682279586792
348,<18,14,0.7128002643585205
348,<18,15,1.7131991386413574
348,<18,16,1.1040364503860474
348,<18,17,0.9912793040275574
348,<18,18,2.01874041557312
348,<18,19,1.8365528583526611
350,<18,1,0.7078462839126587
350,<18,2,1.1317615509033203
350,<18,3,1.4350477457046509
350,<18,4,1.199267864227295
350,<18,5,0.7188559770584106
350,<18,6,2.0875463485717773
350,<18,7,1.752070665359497
350,<18,8,1.422065258026123
350,<18,9,0.6936231851577759
350,<18,10,1.0797815322875977
350,<18,11,92.07599639892578
350,<18,12,3.049691915512085
350,<18,13,1.8677743673324585
350,<18,14,0.6552701592445374
350,<18,15,36.22475051879883
350,<18,16,2.350145101547241
350,<18,17,0.4334205985069275
350,<18,18,0.760147750377655
350,<18,19,7.788065433502197
355,<18,1,2.226329803466797
355,<18,2,1.1836081743240356
355,<18,3,62.243465423583984
355,<18,4,53.09410858154297
355,<18,5,105.02627563476562
355,<18,6,3.2644264698028564
355,<18,7,3.1628825664520264
355,<18,8,2.0078890323638916
355,<18,9,1.3960809707641602
355,<18,10,1.9404802322387695
355,<18,11,1.4145681858062744
355,<18,12,2.74446702003479
355,<18,13,2.1854543685913086
355,<18,14,2.319415330886841
355,<18,15,80.19730377197266
355,<18,16,92.1794662475586
355,<18,17,42.24424743652344
355,<18,18,158.75762939453125
355,<18,19,3.523996591567993
357,<18,1,1.4164578914642334
357,<18,2,1.5503147840499878
357,<18,3,75.5506362915039
357,<18,4,60.95665740966797
357,<18,5,0.7222268581390381
357,<18,6,41.42438507080078
357,<18,7,43.92510986328125
357,<18,8,50.33220291137695
357,<18,9,44.20229721069336
357,<18,10,23.88365364074707
357,<18,11,40.95793151855469
357,<18,12,56.340579986572266
357,<18,13,96.35869598388672
357,<18,14,57.25299072265625
357,<18,15,98.44770812988281
357,<18,16,31.014440536499023
357,<18,17,33.12031555175781
357,<18,18,190.76144409179688
357,<18,19,286.2576599121094
358,<18,1,208.11306762695312
358,<18,2,189.90293884277344
358,<18,3,150.79135131835938
358,<18,4,156.73866271972656
358,<18,5,164.73187255859375
358,<18,6,72.41634368896484
358,<18,7,94.5239028930664
358,<18,8,77.48015594482422
358,<18,9,134.3413848876953
358,<18,10,68.68045806884766
358,<18,11,130.31532287597656
358,<18,12,133.43203735351562
358,<18,13,120.38919067382812
358,<18,14,74.678955078125
358,<18,15,66.09346008300781
358,<18,16,21.823888778686523
358,<18,17,3.242856979370117
358,<18,18,26.068273544311523
358,<18,19,273.9250793457031
368,<18,1,23.142866134643555
368,<18,2,77.20821380615234
368,<18,3,66.06880187988281
368,<18,4,53.7999267578125
368,<18,5,105.15361785888672
368,<18,6,125.99412536621094
368,<18,7,67.9312973022461
368,<18,8,81.64900207519531
368,<18,9,45.11294174194336
368,<18,10,53.92086410522461
368,<18,11,41.590606689453125
368,<18,12,34.95783233642578
368,<18,13,38.31940460205078
368,<18,14,54.35735321044922
368,<18,15,84.51591491699219
368,<18,16,38.64363098144531
368,<18,17,31.910181045532227
368,<18,18,54.34492874145508
368,<18,19,139.7887420654297
369,<18,1,2.23271107673645
369,<18,2,2.5585389137268066
369,<18,3,2.7363452911376953
369,<18,4,3.2738022804260254
369,<18,5,1.3456789255142212
369,<18,6,2.7105982303619385
369,<18,7,1.322416067123413
369,<18,8,1.1843130588531494
369,<18,9,2.063554525375366
369,<18,10,3.1472463607788086
369,<18,11,1.7106596231460571
369,<18,12,1.7323930263519287
369,<18,13,43.89683151245117
369,<18,14,4.251857757568359
369,<18,15,2.454254388809204
369,<18,16,2.005000352859497
369,<18,17,2.0283191204071045
369,<18,18,0.6609479188919067
369,<18,19,2.8239216804504395
370,<18,1,21.832666397094727
370,<18,2,80.57716369628906
370,<18,3,1.8862617015838623
370,<18,4,25.435585021972656
370,<18,5,129.80079650878906
370,<18,6,91.12385559082031
370,<18,7,114.00119018554688
370,<18,8,103.48646545410156
370,<18,9,154.40457153320312
370,<18,10,89.29523468017578
370,<18,11,66.46800994873047
370,<18,12,35.649269104003906
370,<18,13,78.37262725830078
370,<18,14,65.97213745117188
370,<18,15,86.60348510742188
370,<18,16,6.979198455810547
370,<18,17,3.827025890350342
370,<18,18,53.44816207885742
370,<18,19,136.0242919921875
371,<18,1,0.6352256536483765
371,<18,2,0.7450810074806213
371,<18,3,9.339990615844727
371,<18,4,4.477992534637451
371,<18,5,2.34383225440979
371,<18,6,64.34337615966797
371,<18,7,12.755870819091797
371,<18,8,0.10873079299926758
371,<18,9,0.767562210559845
371,<18,10,24.691932678222656
371,<18,11,0.35900193452835083
371,<18,12,7.069489479064941
371,<18,13,39.50010681152344
371,<18,14,7.51218318939209
371,<18,15,1.2521048784255981
371,<18,16,2.031601905822754
371,<18,17,1.2357184886932373
371,<18,18,2.1098718643188477
371,<18,19,1.6665362119674683
375,<18,1,12.472694396972656
375,<18,2,20.60508918762207
375,<18,3,134.18186950683594
375,<18,4,53.318973541259766
375,<18,5,1.6596672534942627
375,<18,6,75.7518539428711
375,<18,7,29.711515426635742
375,<18,8,0.6657545566558838
375,<18,9,1.634384036064148
375,<18,10,1.6697520017623901
375,<18,11,36.09299850463867
375,<18,12,40.40874099731445
375,<18,13,33.22969055175781
375,<18,14,26.4506893157959
375,<18,15,1.1706639528274536
375,<18,16,1.3203638792037964
375,<18,17,2.029559850692749
375,<18,18,1.5965324640274048
375,<18,19,2.4033992290496826
376,<18,1,20.730127334594727
376,<18,2,72.18618774414062
376,<18,3,31.56550407409668
376,<18,4,121.85684204101562
376,<18,5,91.72570037841797
376,<18,6,81.11068725585938
376,<18,7,145.886962890625
376,<18,8,102.4777603149414
376,<18,9,52.21210861206055
376,<18,10,59.418418884277344
376,<18,11,44.40414810180664
376,<18,12,46.66588592529297
376,<18,13,59.54349899291992
376,<18,14,52.6873664855957
376,<18,15,48.147666931152344
376,<18,16,2.3092522621154785
376,<18,17,1.5091899633407593
376,<18,18,74.08956909179688
376,<18,19,2.147984266281128
381,<18,1,1.859057903289795
381,<18,2,1.340846061706543
381,<18,3,82.79383087158203
381,<18,4,56.94826126098633
381,<18,5,0.500816822052002
381,<18,6,122.34376525878906
381,<18,7,62.965335845947266
381,<18,8,58.662227630615234
381,<18,9,44.30665588378906
381,<18,10,76.72209167480469
381,<18,11,0.8239162564277649
381,<18,12,1.3193376064300537
381,<18,13,55.57439041137695
381,<18,14,9.656160354614258
381,<18,15,0.7760449051856995
381,<18,16,1.607563853263855
381,<18,17,0.7308455109596252
381,<18,18,139.07765197753906
381,<18,19,0.9900755882263184
383,<18,1,31.625743865966797
383,<18,2,89.72306060791016
383,<18,3,35.502220153808594
383,<18,4,32.7763671875
383,<18,5,60.378238677978516
383,<18,6,102.18423461914062
383,<18,7,151.0337677001953
383,<18,8,151.40957641601562
383,<18,9,122.9521484375
383,<18,10,103.47824096679688
383,<18,11,132.0333251953125
383,<18,12,82.25370788574219
383,<18,13,66.6564712524414
383,<18,14,203.86715698242188
383,<18,15,158.76702880859375
383,<18,16,135.2332763671875
383,<18,17,126.0458984375
383,<18,18,124.37938690185547
383,<18,19,178.36839294433594
386,<18,1,252.98680114746094
386,<18,2,0.9491485357284546
386,<18,3,1.198265790939331
386,<18,4,20.76191520690918
386,<18,5,0.9969635605812073
386,<18,6,0.7013579607009888
386,<18,7,118.34085083007812
386,<18,8,39.43890380859375
386,<18,9,69.40989685058594
386,<18,10,2.1269328594207764
386,<18,11,151.01763916015625
386,<18,12,2.703176736831665
386,<18,13,2.923394203186035
386,<18,14,46.77946472167969
386,<18,15,120.3411636352539
386,<18,16,45.470741271972656
386,<18,17,108.18190002441406
386,<18,18,0.8849270343780518
386,<18,19,2.8153817653656006
392,<18,1,1.0751303434371948
392,<18,2,2.2172446250915527
392,<18,3,4.297659397125244
392,<18,4,0.5470866560935974
392,<18,5,0.4500559866428375
392,<18,6,0.6462274789810181
392,<18,7,0.2842496931552887
392,<18,8,0.29732024669647217
392,<18,9,0.420013427734375
392,<18,10,1.1428183317184448
392,<18,11,0.6511676907539368
392,<18,12,0.3640010952949524
392,<18,13,1.2359970808029175
392,<18,14,0.7045012712478638
392,<18,15,2.276928424835205
392,<18,16,1.7910892963409424
392,<18,17,0.5050162672996521
392,<18,18,0.46649599075317383
392,<18,19,2.2480196952819824
398,<18,1,0.964256227016449
398,<18,2,2.500394105911255
398,<18,3,1.8586721420288086
398,<18,4,1.1483241319656372
398,<18,5,4.765614986419678
398,<18,6,0.5556793212890625
398,<18,7,0.38787996768951416
398,<18,8,0.437206506729126
398,<18,9,1.6034337282180786
398,<18,10,2.4916887283325195
398,<18,11,0.9725542068481445
398,<18,12,1.6007810831069946
398,<18,13,1.4756107330322266
398,<18,14,1.6999521255493164
398,<18,15,1.091809868812561
398,<18,16,0.9103556275367737
398,<18,17,0.4400049149990082
398,<18,18,1.8629217147827148
398,<18,19,1.4614747762680054
403,<18,1,234.03375244140625
403,<18,2,113.43400573730469
403,<18,3,134.98736572265625
403,<18,4,85.0850830078125
403,<18,5,55.647865295410156
403,<18,6,153.88356018066406
403,<18,7,61.68336868286133
403,<18,8,34.39112854003906
403,<18,9,90.65576171875
403,<18,10,50.981781005859375
403,<18,11,44.719451904296875
403,<18,12,39.48947525024414
403,<18,13,215.04273986816406
403,<18,14,66.05268859863281
403,<18,15,69.20587158203125
403,<18,16,57.999752044677734
403,<18,17,2.2783913612365723
403,<18,18,56.97917175292969
403,<18,19,144.38552856445312
404,<18,1,0.7457510828971863
404,<18,2,1.5213900804519653
404,<18,3,4.240280628204346
404,<18,4,0.7162317633628845
404,<18,5,1.3124009370803833
404,<18,6,1.1398022174835205
404,<18,7,2.4304380416870117
404,<18,8,0.4224810004234314
404,<18,9,1.6987385749816895
404,<18,10,2.9580228328704834
404,<18,11,0.9866459369659424
404,<18,12,1.306553602218628
404,<18,13,0.9069254398345947
404,<18,14,3.4028799533843994
404,<18,15,1.2169909477233887
404,<18,16,2.368600845336914
404,<18,17,1.8015685081481934
404,<18,18,1.1967521905899048
404,<18,19,0.9545788764953613
407,<18,1,140.04444885253906
407,<18,2,24.933937072753906
407,<18,3,2.583922863006592
407,<18,4,48.48249816894531
407,<18,5,73.95121765136719
407,<18,6,1.6910591125488281
407,<18,7,1.186572790145874
407,<18,8,3.5819082260131836
407,<18,9,2.6151938438415527
407,<18,10,3.1436808109283447
407,<18,11,2.7103700637817383
407,<18,12,3.221029043197632
407,<18,13,163.77406311035156
407,<18,14,2.70247220993042
407,<18,15,3.921851396560669
407,<18,16,1.0197486877441406
407,<18,17,4.621694087982178
407,<18,18,111.086669921875
407,<18,19,149.95120239257812
409,<18,1,0.8208047151565552
409,<18,2,0.4502662122249603
409,<18,3,1.1311789751052856
409,<18,4,51.15952682495117
409,<18,5,8.119406700134277
409,<18,6,38.04254150390625
409,<18,7,60.220420837402344
409,<18,8,57.54864501953125
409,<18,9,56.746639251708984
409,<18,10,26.30412483215332
409,<18,11,43.927223205566406
409,<18,12,103.28087615966797
409,<18,13,86.9527359008789
409,<18,14,56.746795654296875
409,<18,15,155.78921508789062
409,<18,16,2.964533567428589
409,<18,17,30.901968002319336
409,<18,18,244.9318389892578
409,<18,19,1.054869294166565
417,<18,1,1.0257648229599
417,<18,2,0.8720614910125732
417,<18,3,0.5681790709495544
417,<18,4,0.9276350140571594
417,<18,5,0.36959150433540344
417,<18,6,1.0696910619735718
417,<18,7,1.3744105100631714
417,<18,8,0.9840032458305359
417,<18,9,1.712133765220642
417,<18,10,2.098316192626953
417,<18,11,1.5497719049453735
417,<18,12,1.1335772275924683
417,<18,13,1.1443774700164795
417,<18,14,2.9342236518859863
417,<18,15,0.42557111382484436
417,<18,16,6.912611484527588
417,<18,17,1.3331223726272583
417,<18,18,0.8675591349601746
417,<18,19,9.092225074768066
419,<18,1,53.72113037109375
419,<18,2,20.939029693603516
419,<18,3,79.74346160888672
419,<18,4,58.31478500366211
419,<18,5,0.8071855902671814
419,<18,6,108.7599868774414
419,<18,7,207.21946716308594
419,<18,8,119.81793975830078
419,<18,9,54.28506088256836
419,<18,10,130.11532592773438
419,<18,11,54.87685775756836
419,<18,12,44.42969512939453
419,<18,13,35.46405029296875
419,<18,14,65.02954864501953
419,<18,15,112.70707702636719
419,<18,16,94.89617919921875
419,<18,17,3.864504814147949
419,<18,18,50.43352508544922
419,<18,19,2.28123140335083
420,<18,1,98.9918212890625
420,<18,2,48.80599594116211
420,<18,3,65.274658203125
420,<18,4,88.04679107666016
420,<18,5,0.49980098009109497
420,<18,6,0.7550560235977173
420,<18,7,1.911730170249939
420,<18,8,2.0146732330322266
420,<18,9,24.68670082092285
420,<18,10,52.408790588378906
420,<18,11,81.08036041259766
420,<18,12,3.5617194175720215
420,<18,13,79.55532836914062
420,<18,14,3.222507953643799
420,<18,15,1.162287950515747
420,<18,16,0.4316685199737549
420,<18,17,0.5611962080001831
420,<18,18,1.406490445137024
420,<18,19,3.388435125350952
421,<18,1,141.020263671875
421,<18,2,17.11107063293457
421,<18,3,109.60759735107422
421,<18,4,50.689144134521484
421,<18,5,1.486940622329712
421,<18,6,66.00618743896484
421,<18,7,114.5882339477539
421,<18,8,54.12535095214844
421,<18,9,53.65065002441406
421,<18,10,22.60251808166504
421,<18,11,42.554168701171875
421,<18,12,107.89826965332031
421,<18,13,111.16273498535156
421,<18,14,133.67715454101562
421,<18,15,115.7644271850586
421,<18,16,75.68621826171875
421,<18,17,26.33849334716797
421,<18,18,217.39303588867188
421,<18,19,176.88079833984375
425,<18,1,21.008010864257812
425,<18,2,4.669367790222168
425,<18,3,69.97378540039062
425,<18,4,112.33060455322266
425,<18,5,1.752759337425232
425,<18,6,36.882686614990234
425,<18,7,68.39180755615234
425,<18,8,96.64739990234375
425,<18,9,107.63756561279297
425,<18,10,53.48406219482422
425,<18,11,79.78156280517578
425,<18,12,1.656922459602356
425,<18,13,69.17052459716797
425,<18,14,52.61933898925781
425,<18,15,80.63632202148438
425,<18,16,41.9852180480957
425,<18,17,29.237133026123047
425,<18,18,82.4552993774414
425,<18,19,0.6051155924797058
426,<18,1,0.7653841376304626
426,<18,2,1.319854974746704
426,<18,3,1.8074696063995361
426,<18,4,3.352123498916626
426,<18,5,1.0157092809677124
426,<18,6,1.600277304649353
426,<18,7,2.8967227935791016
426,<18,8,0.5535665154457092
426,<18,9,2.849306583404541
426,<18,10,2.781845808029175
426,<18,11,0.4891190230846405
426,<18,12,0.05521122366189957
426,<18,13,0.7372952103614807
426,<18,14,0.8778722882270813
426,<18,15,0.4791553318500519
426,<18,16,1.2244632244110107
426,<18,17,0.7080258131027222
426,<18,18,1.455801248550415
426,<18,19,2.0650312900543213
428,<18,1,0.5146716833114624
428,<18,2,1.9901992082595825
428,<18,3,103.25237274169922
428,<18,4,1.1563544273376465
428,<18,5,0.8553483486175537
428,<18,6,65.8897933959961
428,<18,7,94.55078125
428,<18,8,1.1736876964569092
428,<18,9,1.139445424079895
428,<18,10,30.017366409301758
428,<18,11,63.85938262939453
428,<18,12,41.4149169921875
428,<18,13,40.33414840698242
428,<18,14,58.494327545166016
428,<18,15,0.5169230699539185
428,<18,16,41.48112869262695
428,<18,17,38.584312438964844
428,<18,18,32.106727600097656
428,<18,19,0.9885162115097046
430,<18,1,76.51708221435547
430,<18,2,52.90041732788086
430,<18,3,48.98295211791992
430,<18,4,30.1221923828125
430,<18,5,2.0441501140594482
430,<18,6,63.79438400268555
430,<18,7,58.303951263427734
430,<18,8,1.7059731483459473
430,<18,9,54.1223030090332
430,<18,10,107.18024444580078
430,<18,11,72.0196304321289
430,<18,12,26.28369140625
430,<18,13,51.55487060546875
430,<18,14,51.93727111816406
430,<18,15,85.61304473876953
430,<18,16,95.84827423095703
430,<18,17,2.260096788406372
430,<18,18,175.40438842773438
430,<18,19,191.76028442382812
435,<18,1,15.987054824829102
435,<18,2,33.904911041259766
435,<18,3,2.657790422439575
435,<18,4,1.4036791324615479
435,<18,5,1.716257095336914
435,<18,6,1.6439405679702759
435,<18,7,118.46387481689453
435,<18,8,53.23975372314453
435,<18,9,100.02954864501953
435,<18,10,90.9998779296875
435,<18,11,50.939876556396484
435,<18,12,42.149112701416016
435,<18,13,1.3699439764022827
435,<18,14,52.29515075683594
435,<18,15,91.91374969482422
435,<18,16,2.1348047256469727
435,<18,17,1.576053500175476
435,<18,18,2.3577327728271484
435,<18,19,144.14781188964844
437,<18,1,3.435316801071167
437,<18,2,3.1182241439819336
437,<18,3,1.6238147020339966
437,<18,4,2.947589874267578
437,<18,5,1.627469778060913
437,<18,6,3.0394668579101562
437,<18,7,2.1746933460235596
437,<18,8,1.3646050691604614
437,<18,9,1.742099404335022
437,<18,10,0.6000682711601257
437,<18,11,1.9076855182647705
437,<18,12,1.0913180112838745
437,<18,13,0.9798417687416077
437,<18,14,1.2084732055664062
437,<18,15,2.7342240810394287
437,<18,16,2.8326687812805176
437,<18,17,0.7322620153427124
437,<18,18,1.8340697288513184
437,<18,19,2.0055923461914062
440,<18,1,1.0763505697250366
440,<18,2,2.2080748081207275
440,<18,3,177.9798126220703
440,<18,4,88.18844604492188
440,<18,5,12.871994018554688
440,<18,6,85.62511444091797
440,<18,7,81.43331146240234
440,<18,8,0.8454672694206238
440,<18,9,1.804113507270813
440,<18,10,55.321109771728516
440,<18,11,46.95453643798828
